smiles,num_neigh,id_molecola,pred
C[C@@H]1[C@H](C)[C@H]2CC[C@@H]1O2,6,68,1
O=CO,2,68,1
O=CO,2,68,1
C[C@H]1CCCC[C@@H]1O,4,69,1
O=CO,2,69,1
CC=O,1,69,1
C=C1C[C@@H]2CCC[C@@H]1C2,3,69,1
O=CO,2,69,1
C[C@@H]1CC[C@H](O)C1,4,70,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,70,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5,70,1
C[C@@H]1CC[C@H](O)C1,4,71,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,71,0
C=O,2,71,0
Cc1ccccc1,1,71,0
C[C@H]1C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CCC[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,17,72,1
O[C@@H]1CCOC[C@H]1O,4,72,1
O[C@H]1[C@H](O)COC[C@@H]1O,4,72,1
O=CO,2,72,1
O=CO,2,72,1
O=CO,2,72,1
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,73,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,73,1
C=O,2,73,1
Cc1ccccc1,1,73,1
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,74,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,74,1
C=O,2,74,1
Oc1ccccc1O,2,74,1
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,75,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,75,0
C=O,2,75,0
Oc1ccccc1,1,75,0
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,76,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,76,0
C=O,2,76,0
Cc1ccccc1,1,76,0
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,77,0
OC[C@H]1OC[C@H](O)C[C@@H]1O,5,77,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,77,0
C=O,2,77,0
Cc1ccccc1,1,77,0
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,78,0
OC[C@@H]1C[C@H](O)[C@@H](O)CO1,5,78,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5,78,0
C=O,2,78,0
Cc1ccccc1,1,78,0
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,79,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,79,0
O[C@H]1[C@H](O)COC[C@@H]1O,4,79,0
C=O,2,79,0
Cc1ccccc1,1,79,0
C[C@H]1C[C@@H](O)[C@]2(O)C=COC[C@H]12,6,80,0
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5,80,0
O[C@H]1[C@H](O)COC[C@@H]1O,4,80,0
C=O,2,80,0
Cc1ccccc1,1,80,0
CC,2,81,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5,81,1
O[C@@H]1C=COCC1,2,81,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,81,1
C=O,2,81,1
Cc1ccccc1,1,81,1
CC,2,82,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5,82,1
O[C@@H]1C=COCC1,2,82,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,82,1
C=O,2,82,1
Cc1ccccc1,1,82,1
C=C[C@@]1(C)CC(=O)C2=C(C1)C(=O)CC[C@H]2C,8,83,1
CC,2,83,1
O=CO,2,83,1
CC,2,84,1
O=CO,2,84,1
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4CC[C@H](O)C[C@@]4(C)[C@]3(C)CC[C@@H]12,11,84,1
O=C1CCCO1,1,84,1
CC,2,85,1
C[C@@H]1C=CC[C@H]2[C@@]1(C)CC[C@H]1[C@](C)(CO)C[C@@H](O)C[C@]21C,11,85,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,85,1
O=CO,2,85,1
O=CO,2,85,1
CC,2,86,1
C[C@@H]1CCC=C2CCCC[C@]21C,4,86,1
C[C@H]1C[C@H](O)C[C@@](C)(CO)C1,7,86,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,86,1
O[C@H]1CCOC[C@@H]1O,3,86,1
O=CO,2,86,1
O=CO,2,86,1
CC1(C=O)CCCCC1,5,87,1
C[C@H]1CCCC(C)(C)C1,5,87,1
OC[C@H]1OCC[C@@H](O)[C@@H]1O,5,87,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,87,1
OC1CCOCC1,3,87,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,87,1
CC1CCCCC1,2,87,1
C[C@H]1CCC[C@H](O)C1,2,87,1
O=C1CCCO1,2,87,1
C=CCC,3,88,0
CC1CCC(=O)CC1,3,88,0
CC,2,88,0
O=CO,2,88,0
CC,2,89,1
C[C@@H]1C[C@H](C)C[C@@H](O)C1,5,89,1
O=CO,2,89,1
OCCO,3,89,1
C[C@@H]1CC(=O)C=C2[C@@H]3C[C@@](C)(C=O)CC[C@]3(C)CC[C@]21C,10,90,1
C[C@H]1CCCC(C)(C)C1,5,90,1
O[C@@H]1CCOC[C@H]1O,4,90,1
O[C@H]1[C@H](O)COC[C@@H]1O,4,90,1
O=CO,2,90,1
O=CO,2,90,1
C[C@H]1CC[C@]2(C)CC[C@]3(C)C(=C2C1)C=CC[C@H]3C,8,91,1
C[C@H]1CCC[C@](C)(CO)C1,6,91,1
O[C@@H]1CCOC[C@H]1O,4,91,1
O[C@H]1[C@H](O)COC[C@@H]1O,4,91,1
O=CO,2,91,1
O=CO,2,91,1
O=CO,2,91,1
CC1(C=O)CCCCC1,5,92,1
C[C@H]1CCCC(C)(C)C1,5,92,1
O[C@@H]1CCOC[C@@H]1O,3,92,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,92,1
C[C@@H]1CCCC[C@H]1C,3,92,1
OC1CCCCC1,1,92,1
CC1(C=O)CCCCC1,5,93,1
C[C@H]1CCCC(C)(C)C1,5,93,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,93,1
O[C@H]1CCOC[C@@H]1O,3,93,1
C[C@@H]1CCCC[C@H]1C,3,93,1
OC1CCCCC1,1,93,1
CCC=O,3,94,1
C[C@@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)C1,7,94,1
OC[C@H]1OCC[C@@H](O)[C@@H]1O,5,94,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,94,1
O[C@H]1CCOC[C@@H]1O,3,94,1
C[C@H]1CCC[C@H](O)C1,2,94,1
CCC=O,3,95,1
C[C@@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)C1,7,95,1
OC[C@H]1OCC[C@@H](O)[C@@H]1O,5,95,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,95,1
O[C@H]1CCOC[C@@H]1O,3,95,1
C[C@H]1CCCC(=O)C1,2,95,1
CCC=O,3,96,1
C[C@H]1CCCC(C)(C)C1,5,96,1
OC[C@H]1OCC[C@@H](O)[C@@H]1O,5,96,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,96,1
OC1CCOCC1,3,96,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,96,1
CC1CCCCC1,2,96,1
C[C@H]1CCC[C@H](O)C1,2,96,1
CCC=O,3,97,1
C[C@H]1CCCC(C)(C)C1,5,97,1
OC[C@H]1OCC[C@@H](O)[C@@H]1O,5,97,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,97,1
OC1CCOCC1,3,97,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,97,1
CC1CCCCC1,2,97,1
C[C@H]1CCCC(=O)C1,2,97,1
C=CCC,3,98,1
CC1CCCCC1,2,98,1
CC,2,98,1
O=CO,2,98,1
C=CCC,3,99,1
C[C@]12CCCC[C@@H]1[C@](C)(CO)C(=O)CC2,7,99,1
C[C@@H]1CCC[C@H](C)C1,4,100,0
Oc1ccccc1,1,100,0
O=CO,2,100,0
C=C[C@@]1(C)CCC[C@@H](O)C1,5,101,1
C[C@H]1CCC[C@](C)(CO)C1,5,101,1
C=C[C@@]1(C)CCC2=C(C1=O)[C@H](O)CC[C@H]2C,8,102,1
CC,2,102,1
O=CO,2,102,1
C=CCC,3,103,1
C[C@H]1C=CC(=O)CC1,3,103,1
CC,2,103,1
O=CO,2,103,1
C=C[C@@]1(C)CCC2=C(CCC[C@H]2C)[C@@H]1O,7,104,1
CC,2,104,1
O=CO,2,104,1
C=CCC,3,105,1
C[C@H]1CC[C@@H](O)CC1,3,105,1
CC,2,105,1
O=CO,2,105,1
C=CCC,3,106,1
C[C@@]12CCCCC1[C@@](C)(CO)[C@H](O)CC2,7,106,1
C=CCC,3,107,1
C[C@H]1C2CCCC[C@@]2(C)CC[C@@H]1O,6,107,1
O=CO,2,107,1
CCCO,3,108,1
C=C1CCC[C@@H](C)C1,3,108,1
O=C1C=CCO1,1,108,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,108,1
C[C@]12C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2CCCC[C@]21C,13,109,1
CC,2,109,1
O=CO,2,109,1
O=CO,2,109,1
C=C1CC[C@H]2CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,14,110,1
O=CO,2,110,1
C[C@]12CC[C@H](O)[C@@](C)(CO)[C@@H]1CC[C@]1(C)[C@@H]2CC=C2CCCC[C@]21C,12,111,1
CC,2,111,1
O=CO,2,111,1
O=CO,2,111,1
C[C@@H]1C=CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@@](C)(CO)[C@@H]3CC[C@]21C,10,112,1
C=C1CCCCC1,1,112,1
O=CO,2,112,1
CCCO,3,113,1
C=C1CC[C@H]2CC[C@]3(C)C(=CC[C@@H]4[C@@H](C)CCC[C@]43C)[C@@H]2C1,8,113,1
O=CO,2,113,1
OC1[C@@H](O)COC[C@@H]1O,3,113,1
CCCO,3,114,1
C=C1CC[C@H]2CC[C@]3(C)C(=CC[C@@H]4[C@@H](C)CCC[C@]43C)[C@@H]2C1,8,114,1
O=CO,2,114,1
O[C@@H]1CCOC[C@@H]1O,3,114,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,114,1
C[C@@H]1C=CC[C@H]2[C@@]1(C)CC[C@H]1[C@](C)(CO)CCC[C@]21C,10,115,1
C=C1CCCCC1,2,115,1
O=CO,2,115,1
O[C@@H]1CCCOC1,3,115,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,115,1
O[C@H]1[C@H](O)COC[C@@H]1O,3,115,1
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,116,0
O=C1C[C@H](O)CO1,2,116,0
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,117,0
O=C1CC=CO1,1,117,0
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,118,1
O=C1C=CCO1,1,118,1
C[C@]1(CO)[C@@H]2CC[C@]3(C)[C@H](CC=C4CCCC[C@]43C)[C@@]2(C)CC[C@H]1O,12,119,1
CC,2,119,1
O=CO,2,119,1
O=CO,2,119,1
C[C@@H]1C=CC[C@@H]2[C@@]3(C)CC[C@@H](O)[C@@](C)(CO)[C@@H]3CC[C@]21C,10,120,1
C=C1CCCCC1,1,120,1
O=CO,2,120,1
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,121,1
O=C1C=CCO1,1,121,1
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,122,1
C=O,2,122,1
O=C1C=CCO1,1,122,1
C=C1CC[C@H]2[C@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,123,1
O=C1C=CCO1,2,123,1
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)C1,8,123,1
O=C1C=CCO1,1,123,1
C[C@@H]1C[C@H](O)C[C@@](C)(CO)C1,6,124,0
CC,2,124,0
OCCO,3,124,0
C[C@@H]1CC(=O)C[C@@](C)(CO)C1,6,125,1
CC,2,125,1
OCCO,3,125,1
CCCO,3,126,1
C[C@@H]1C=CC[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)CC(O)C(O)[C@@]1(C)CO,11,126,1
O=CO,2,126,1
CCCO,3,127,1
C[C@@H]1CC[C@]2(C)C3=C(CC[C@@]2(C)C1)[C@@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1C=C3,11,127,1
CCCO,3,128,1
C[C@@H]1CC[C@]2(C)CC=CC[C@@]2(C)C1,5,128,1
C[C@H]1CC[C@@H](O)C(C)(C)C1,5,128,1
CCCO,3,129,1
C[C@@H]1CC[C@]2(C)CC=CC[C@@]2(C)C1,5,129,1
C[C@H]1CC[C@@H](O)C(C)(C)C1,5,129,1
C[C@@H]1CCC[C@@](C)(CO)C1,5,130,1
C=C1C[C@@H]2CCC[C@@H]1C2,3,130,1
C[C@@H]1CCC[C@@](C)(CO)C1,5,131,1
C=C1CC2CCCC1C2,3,131,1
C=C1CC[C@H]2[C@@](C)(CCC[C@@]2(C)CO)C1,7,132,1
O=C1C=CCO1,1,132,1
C=C1CC[C@@H]2[C@@H](C)[C@H](O)CC[C@@]2(C)C1,7,133,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,133,1
O=C1C[C@H](O)CO1,2,133,1
C=C1CC[C@@H]2[C@@H](C)[C@H](O)CC[C@@]2(C)C1,7,134,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,134,1
O=C1C=CCO1,1,134,1
C=C1CCC2[C@@H](C)[C@H](O)CC[C@@]2(C)C1,7,135,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,135,1
O=C1C=CCO1,1,135,1
C=C1CCC2[C@@H](C)[C@H](O)CC[C@@]2(C)C1,7,136,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,136,1
O=C1CC=CO1,1,136,1
C=C1CC[C@@H]2[C@@H](C)[C@H](O)CC[C@@]2(C)C1,7,137,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,137,1
O=C1C=CCO1,1,137,1
C[C@H]1C[C@@H](O)C[C@@]2(C)CCCC[C@H]12,6,138,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,138,1
CC,2,138,1
OCCO,3,138,1
CC,2,139,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,139,1
C=C1CCC[C@@H](C)C1,3,139,1
O=C1C=CCO1,1,139,1
CC,2,140,1
O=Cc1ccccc1,3,140,1
C[C@@H]1CC[C@]2(C)C3=C(CC[C@@]2(C)C1)[C@@H](C)CC[C@@H]3O,8,140,1
O=Cc1ccccc1,3,140,1
CCC,2,140,1
CC,2,141,1
C=O,2,141,1
O=CO,2,141,1
C=C1CCC[C@@H](C)C1,3,141,1
O=C1C=CCO1,1,141,1
C=O,2,141,1
O=CO,2,141,1
CC,2,142,1
O=CO,2,142,1
O=CO,2,142,1
c1ccc2[nH]ccc2c1,1,142,1
C[C@]1(O)[C@@H](CO)CC[C@@H]1O,6,143,1
C=CCO,3,143,1
C[C@@]1(O)[C@@H](O)C[C@@H]2[C@H](CO)COC(=O)[C@@H]21,7,144,1
C=C1COC(=O)[C@H]2[C@@H]1C[C@H](O)[C@@]2(C)O,6,145,1
C[C@H]1CC[C@H](O)[C@@](C)(O)C1,5,146,1
C=CCO,3,146,1
C[C@@]12CCC(=O)C=C1[C@](C)(O)[C@H](O)CC2,6,147,0
C=C1CC(=C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,9,148,0
C[C@@]1(O)C(=O)Nc2ccccc2C1=O,5,149,0
CCO,2,150,1
CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CCCC3[C@@H](O)C[C@@H](O)[C@@]21O,13,150,1
CCO,2,151,1
CC1(C)[C@@H](O)[C@H](O)[C@@H]2[C@]1(O)[C@H](O)CCC[C@@]2(C)O,11,151,1
OC1CCCCC1,1,151,1
CCO,2,152,1
CC1(C)C[C@H](O)[C@@H]2[C@]1(O)[C@H](O)CCC[C@@]2(C)O,11,152,1
OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5,152,1
OC1CCCCC1,1,152,1
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,16,153,1
CCO,2,154,1
C=C1CCC[C@@H](O)[C@@]2(O)[C@H]1[C@H](O)[C@H](O)C2(C)C,9,154,1
OC1CCCCC1,1,154,1
CCO,2,155,1
CC1(C)[C@@H](O)C[C@@H]2[C@]1(O)[C@H](O)CCC[C@@]2(C)O,10,155,1
OC1CCCCC1,1,155,1
C[C@@H]1C[C@](C)(O)CC[C@H]1O,5,156,0
C=C1CCOC1=O,2,156,0
C[C@@]1(O)CC[C@@H](O)[C@]2(C)CCC(=O)C=C12,6,157,0
CCO,2,158,1
C[C@@]12CCCC(=O)[C@H]1C[C@@H](O)CC2,4,158,1
CCO,2,158,1
C[C@@]1(O)CC[C@H](O)C1,6,159,1
C[C@H]1CCCCCO1,2,159,1
CCC,2,159,1
CCO,2,160,1
CCO,2,160,1
CCO,2,161,1
CCC,2,161,1
CCO,2,162,1
C[C@@H]1CCCC2CCCC[C@H]21,4,162,1
CC,2,162,1
O=CO,2,162,1
C[C@H]1CCC[C@@](C)(O)C1,4,163,1
C=C1CCOC1=O,2,163,1
C[C@H]1CCC[C@@](C)(O)C1,4,164,0
C=C,2,164,0
O=CO,2,164,0
C[C@H]1CCC[C@@](C)(O)C1,4,165,1
C=CCO,3,165,1
CCO,2,166,1
CCC,2,166,1
C[C@@]12C[C@@H]3C[C@@H]1[C@@H]2C3,4,167,1
CCC,2,167,1
CC,1,167,1
C1CCCC1,1,167,1
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)CC[C@H]3O[C@]132,8,168,0
O=c1cccco1,1,168,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)CCC[C@]12O,9,169,0
O=c1cccco1,1,169,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)[C@H](O)[C@]2(C)CCC[C@]12O,9,170,0
O=c1cccco1,1,170,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)[C@@H](O)[C@]2(C)CCC[C@]12O,9,171,0
O=c1cccco1,1,171,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)CCC[C@]12O,8,172,0
O=C1C=CCO1,1,172,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)CCC[C@]12O,8,173,0
O=c1cccco1,1,173,0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC(=O)[C@]2(C)CCC[C@]12O,8,174,0
O=c1cccco1,1,174,0
C[C@@]12CCC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)C1=C(O)C2=O,9,175,1
O=c1cccco1,1,175,1
C[C@H]1CCC[C@@H]2[C@@H]1[C@H](O)C(=O)[C@]1(C)CCC[C@]21O,8,176,1
C=O,2,176,1
C=O,2,176,1
NCN,2,176,1
O=CO,2,176,1
O=c1cccco1,1,176,1
C[C@H]1CCC[C@@H]2[C@@H]1[C@H](O)C(=O)[C@]1(C)CCC[C@]21O,8,177,1
C=O,2,177,1
C=O,2,177,1
NCN,2,177,1
O=CO,2,177,1
O=c1cccco1,1,177,1
C[C@H]1CCC[C@@H]2[C@@H]1[C@H](O)C(=O)[C@]1(C)CCC[C@]21O,8,178,1
C=O,2,178,1
C=O,2,178,1
NCN,2,178,1
O=CO,2,178,1
O=c1cccco1,1,178,1
C[C@H]1CCC[C@@H]2[C@@H]1[C@H](O)C(=O)[C@]1(C)CCC[C@]21O,8,179,1
C=O,2,179,1
C=O,2,179,1
NCN,2,179,1
O=CO,2,179,1
O=c1cccco1,1,179,1
C[C@H]1CCC[C@@H]2[C@@H]1[C@H](O)C(=O)[C@]1(C)CCC[C@]21O,8,180,1
C=O,2,180,1
C=O,2,180,1
NCN,2,180,1
O=CO,2,180,1
O=c1cccco1,1,180,1
C[C@@]12CCC[C@]1(O)CC[C@H](O)C2=O,6,181,1
CC1CCCCC1,2,181,1
O=[SH](=O)O,3,181,1
O=c1cccco1,1,181,1
C[C@H]1CCC[C@@H]2[C@@H]1C(=O)[C@@H](O)[C@]1(C)CCC[C@]21O,8,182,1
C=O,2,182,1
C=O,2,182,1
NCN,2,182,1
O=CO,2,182,1
O=c1cccco1,1,182,1
C[C@H]1CCC[C@@H]2C1=C(O)C(=O)[C@]1(C)CCC[C@]21O,8,183,1
C=O,2,183,1
C=O,2,183,1
NCN,2,183,1
O=CO,2,183,1
O=c1cccco1,1,183,1
C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)CCC[C@]12O,9,184,0
O=c1cccco1,1,184,0
